drugName,condition,review,rating,usefulCount
Sertraline,Arthritis,Waste of money for Arthritis treatment...,4,0
Doxycycline,Migraine,<div>Side effects were bad when I used this for Migraine</div>,2,90
Metformin,Infection,"good results for Infection, will continue using.",9,41
Ibuprofen,GERD,not effective for my GERD :(,3,29
Amoxicillin,Asthma,Waste of money for Asthma treatment...,6,9
Omeprazole,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,3,74
Omeprazole,Infection,THIS DRUG worked GREAT for my Infection!!!,10,18
Atorvastatin,,<div>Side effects were bad when I used this for Migraine</div>,5,71
Gabapentin,Acne,THIS DRUG worked GREAT for my Acne!!!,7,37
Prednisone,Back Pain,<p>This medication improved my Back Pain a lot</p>,8,98
Metformin,Diabetes,I had headaches & nausea while taking this for Diabetes.,1,72
Ibuprofen,Arthritis,I feel much better now after using this medicine for Arthritis.,7,34
Ciprofloxacin,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,8,73
Lisinopril,Insomnia,I feel much better now after using this medicine for Insomnia.,10,3
Metformin,Depression,I had headaches & nausea while taking this for Depression.,4,94
Fluoxetine,Arthritis,not effective for my Arthritis :(,5,67
Prednisone,Arthritis,<p>This medication improved my Arthritis a lot</p>,9,7
Atorvastatin,Diabetes,I feel much better now after using this medicine for Diabetes.,10,45
Omeprazole,Insomnia,<p>This medication improved my Insomnia a lot</p>,9,11
Amoxicillin,Insomnia,,9,47
Amlodipine,Anxiety,not effective for my Anxiety :(,3,46
Amlodipine,Acne,Waste of money for Acne treatment...,1,59
Doxycycline,Allergy,I feel much better now after using this medicine for Allergy.,10,31
Fluoxetine,Allergy,I feel much better now after using this medicine for Allergy.,7,38
Sertraline,,"good results for Arthritis, will continue using.",9,75
Omeprazole,Asthma,THIS DRUG worked GREAT for my Asthma!!!,10,43
Azithromycin,,I feel much better now after using this medicine for Allergy.,8,56
Omeprazole,GERD,<div>Side effects were bad when I used this for GERD</div>,6,17
Azithromycin,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,7,72
Amoxicillin,Back Pain,I feel much better now after using this medicine for Back Pain.,8,50
Atorvastatin,Hypertension,not effective for my Hypertension :(,3,54
Fluoxetine,Infection,Terrible experience!! didn't help my Infection at all.,1,24
Gabapentin,GERD,THIS DRUG worked GREAT for my GERD!!!,7,45
Omeprazole,Allergy,Doctor prescribed this for Allergy and it actually helped :),9,80
Fluoxetine,Insomnia,THIS DRUG worked GREAT for my Insomnia!!!,8,75
Doxycycline,Anxiety,"good results for Anxiety, will continue using.",10,69
Ciprofloxacin,Migraine,I feel much better now after using this medicine for Migraine.,8,40
Ibuprofen,Back Pain,"good results for Back Pain, will continue using.",9,63
Metformin,Asthma,Terrible experience!! didn't help my Asthma at all.,4,15
Doxycycline,Infection,Doctor prescribed this for Infection and it actually helped :),8,6
Gabapentin,Depression,"good results for Depression, will continue using.",7,92
Azithromycin,Infection,I feel much better now after using this medicine for Infection.,10,27
Prednisone,,"good results for Migraine, will continue using.",10,38
Amoxicillin,Asthma,not effective for my Asthma :(,4,1
Paracetamol,Anxiety,<p>This medication improved my Anxiety a lot</p>,7,87
Doxycycline,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),10,17
Azithromycin,Allergy,<p>This medication improved my Allergy a lot</p>,8,65
Omeprazole,Asthma,<p>This medication improved my Asthma a lot</p>,8,17
Doxycycline,Acne,Doctor prescribed this for Acne and it actually helped :),9,15
Gabapentin,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,2,22
Amoxicillin,Insomnia,Terrible experience!! didn't help my Insomnia at all.,4,29
Doxycycline,Insomnia,,8,90
Amlodipine,Acne,<p>This medication improved my Acne a lot</p>,7,16
Paracetamol,Infection,I feel much better now after using this medicine for Infection.,10,68
Fluoxetine,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,8,50
Ibuprofen,Diabetes,<p>This medication improved my Diabetes a lot</p>,7,15
Lisinopril,GERD,Doctor prescribed this for GERD and it actually helped :),10,65
Paracetamol,Asthma,<div>Side effects were bad when I used this for Asthma</div>,1,65
Sertraline,Depression,THIS DRUG worked GREAT for my Depression!!!,10,31
Omeprazole,Insomnia,not effective for my Insomnia :(,6,47
Gabapentin,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,9,68
Ciprofloxacin,GERD,Terrible experience!! didn't help my GERD at all.,5,9
Sertraline,Diabetes,"good results for Diabetes, will continue using.",10,31
Prednisone,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),8,61
Sertraline,,not effective for my GERD :(,5,21
Azithromycin,Asthma,<div>Side effects were bad when I used this for Asthma</div>,3,59
Amoxicillin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),9,93
Doxycycline,Asthma,not effective for my Asthma :(,5,23
Sertraline,Migraine,THIS DRUG worked GREAT for my Migraine!!!,9,91
Ibuprofen,Diabetes,not effective for my Diabetes :(,6,29
Metformin,Anxiety,,2,73
Gabapentin,Back Pain,"good results for Back Pain, will continue using.",8,70
Gabapentin,Diabetes,I feel much better now after using this medicine for Diabetes.,10,5
Metformin,Depression,Terrible experience!! didn't help my Depression at all.,2,34
Gabapentin,Migraine,Doctor prescribed this for Migraine and it actually helped :),7,69
Amlodipine,Hypertension,<p>This medication improved my Hypertension a lot</p>,9,19
Lisinopril,Hypertension,"good results for Hypertension, will continue using.",10,1
Gabapentin,GERD,,1,42
Paracetamol,Acne,<div>Side effects were bad when I used this for Acne</div>,3,8
Ibuprofen,GERD,I had headaches & nausea while taking this for GERD.,2,14
Ibuprofen,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,8,6
Paracetamol,Allergy,Terrible experience!! didn't help my Allergy at all.,4,37
Prednisone,Arthritis,<p>This medication improved my Arthritis a lot</p>,9,51
Paracetamol,Arthritis,"good results for Arthritis, will continue using.",9,84
Ibuprofen,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,7
Omeprazole,Infection,Terrible experience!! didn't help my Infection at all.,1,24
Fluoxetine,Anxiety,Waste of money for Anxiety treatment...,5,72
Paracetamol,Diabetes,Terrible experience!! didn't help my Diabetes at all.,2,94
Azithromycin,Acne,I feel much better now after using this medicine for Acne.,8,59
Sertraline,Asthma,not effective for my Asthma :(,4,70
Ciprofloxacin,Hypertension,"good results for Hypertension, will continue using.",9,46
Atorvastatin,Anxiety,,5,6
Lisinopril,Asthma,not effective for my Asthma :(,5,100
Amoxicillin,Insomnia,,7,64
Azithromycin,Back Pain,"good results for Back Pain, will continue using.",9,13
Sertraline,Anxiety,I feel much better now after using this medicine for Anxiety.,8,38
Prednisone,Asthma,,8,46
Fluoxetine,Diabetes,"good results for Diabetes, will continue using.",9,85
Paracetamol,Migraine,not effective for my Migraine :(,1,16
Sertraline,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,45
Omeprazole,Depression,I had headaches & nausea while taking this for Depression.,4,67
Doxycycline,Allergy,THIS DRUG worked GREAT for my Allergy!!!,8,8
Ciprofloxacin,Infection,"good results for Infection, will continue using.",9,11
Lisinopril,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,1,56
Doxycycline,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),8,97
Metformin,Migraine,THIS DRUG worked GREAT for my Migraine!!!,7,40
Omeprazole,Acne,Doctor prescribed this for Acne and it actually helped :),10,77
Paracetamol,Arthritis,I had headaches & nausea while taking this for Arthritis.,1,88
Doxycycline,Asthma,I had headaches & nausea while taking this for Asthma.,3,87
Paracetamol,Back Pain,not effective for my Back Pain :(,3,89
Ciprofloxacin,Asthma,I feel much better now after using this medicine for Asthma.,10,2
Metformin,Anxiety,Waste of money for Anxiety treatment...,6,60
Sertraline,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,5,86
Lisinopril,Hypertension,Terrible experience!! didn't help my Hypertension at all.,6,93
Omeprazole,Infection,Waste of money for Infection treatment...,1,42
Metformin,Anxiety,I feel much better now after using this medicine for Anxiety.,10,60
Doxycycline,,"good results for Anxiety, will continue using.",7,52
Gabapentin,Acne,,5,15
Omeprazole,GERD,Waste of money for GERD treatment...,5,47
Fluoxetine,Infection,"good results for Infection, will continue using.",8,94
Paracetamol,Asthma,Terrible experience!! didn't help my Asthma at all.,1,28
Prednisone,Insomnia,"good results for Insomnia, will continue using.",7,3
Amoxicillin,Hypertension,I had headaches & nausea while taking this for Hypertension.,4,21
Amlodipine,GERD,<div>Side effects were bad when I used this for GERD</div>,2,74
Paracetamol,Depression,,10,13
Gabapentin,Depression,<div>Side effects were bad when I used this for Depression</div>,5,57
Ciprofloxacin,Allergy,Waste of money for Allergy treatment...,4,84
Sertraline,Anxiety,<div>Side effects were bad when I used this for Anxiety</div>,4,51
Metformin,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,8,46
Doxycycline,Infection,Doctor prescribed this for Infection and it actually helped :),8,25
Ciprofloxacin,Insomnia,<p>This medication improved my Insomnia a lot</p>,10,78
Ibuprofen,Asthma,Waste of money for Asthma treatment...,3,16
Sertraline,Infection,Doctor prescribed this for Infection and it actually helped :),9,61
Ibuprofen,Insomnia,Waste of money for Insomnia treatment...,1,88
Azithromycin,Diabetes,Waste of money for Diabetes treatment...,1,52
Sertraline,Anxiety,I feel much better now after using this medicine for Anxiety.,7,37
Doxycycline,Hypertension,<p>This medication improved my Hypertension a lot</p>,8,57
Gabapentin,Asthma,<p>This medication improved my Asthma a lot</p>,8,68
Doxycycline,Infection,,5,52
Paracetamol,Anxiety,I had headaches & nausea while taking this for Anxiety.,2,61
Paracetamol,Infection,Waste of money for Infection treatment...,4,44
Ibuprofen,Infection,I had headaches & nausea while taking this for Infection.,4,31
Prednisone,Acne,<div>Side effects were bad when I used this for Acne</div>,4,35
Ibuprofen,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,9,69
Amlodipine,,Doctor prescribed this for Arthritis and it actually helped :),9,46
Omeprazole,Anxiety,Waste of money for Anxiety treatment...,2,51
Amlodipine,Acne,Doctor prescribed this for Acne and it actually helped :),7,54
Gabapentin,Diabetes,I had headaches & nausea while taking this for Diabetes.,2,96
Ibuprofen,Asthma,Terrible experience!! didn't help my Asthma at all.,4,62
Prednisone,Infection,I had headaches & nausea while taking this for Infection.,5,8
Atorvastatin,GERD,"good results for GERD, will continue using.",7,75
Paracetamol,Migraine,Doctor prescribed this for Migraine and it actually helped :),8,7
Prednisone,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,1,16
Prednisone,Allergy,I had headaches & nausea while taking this for Allergy.,5,56
Azithromycin,Hypertension,,9,56
Sertraline,Migraine,I had headaches & nausea while taking this for Migraine.,2,20
Amoxicillin,Acne,I feel much better now after using this medicine for Acne.,8,21
Ibuprofen,GERD,<div>Side effects were bad when I used this for GERD</div>,1,91
Amlodipine,Infection,I had headaches & nausea while taking this for Infection.,6,39
Fluoxetine,Depression,<div>Side effects were bad when I used this for Depression</div>,6,67
Ciprofloxacin,Insomnia,<p>This medication improved my Insomnia a lot</p>,10,80
Azithromycin,Anxiety,"good results for Anxiety, will continue using.",8,32
Lisinopril,Asthma,Terrible experience!! didn't help my Asthma at all.,2,88
Atorvastatin,Diabetes,,1,23
Azithromycin,Back Pain,not effective for my Back Pain :(,5,46
Amoxicillin,Diabetes,Terrible experience!! didn't help my Diabetes at all.,2,45
Amoxicillin,Asthma,<div>Side effects were bad when I used this for Asthma</div>,1,44
Azithromycin,Insomnia,I had headaches & nausea while taking this for Insomnia.,3,100
Azithromycin,Allergy,not effective for my Allergy :(,5,79
Omeprazole,Diabetes,<div>Side effects were bad when I used this for Diabetes</div>,2,85
Ciprofloxacin,Infection,THIS DRUG worked GREAT for my Infection!!!,10,4
Sertraline,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,10,55
Azithromycin,Diabetes,<div>Side effects were bad when I used this for Diabetes</div>,6,25
Azithromycin,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),7,64
Ibuprofen,Acne,<div>Side effects were bad when I used this for Acne</div>,4,70
Atorvastatin,Infection,"good results for Infection, will continue using.",7,64
Fluoxetine,Back Pain,not effective for my Back Pain :(,4,42
Prednisone,Asthma,<div>Side effects were bad when I used this for Asthma</div>,6,77
Azithromycin,Infection,THIS DRUG worked GREAT for my Infection!!!,9,47
Fluoxetine,Infection,,9,27
Omeprazole,Allergy,not effective for my Allergy :(,5,73
Sertraline,Acne,<div>Side effects were bad when I used this for Acne</div>,1,94
Prednisone,Insomnia,I feel much better now after using this medicine for Insomnia.,7,97
Metformin,Acne,THIS DRUG worked GREAT for my Acne!!!,8,67
Amlodipine,Infection,<div>Side effects were bad when I used this for Infection</div>,5,49
Lisinopril,Asthma,not effective for my Asthma :(,4,53
Ciprofloxacin,Allergy,I had headaches & nausea while taking this for Allergy.,2,55
Prednisone,Acne,Waste of money for Acne treatment...,3,42
Gabapentin,Asthma,Terrible experience!! didn't help my Asthma at all.,4,85
Gabapentin,Insomnia,<p>This medication improved my Insomnia a lot</p>,9,41
Omeprazole,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),9,44
Paracetamol,Depression,Doctor prescribed this for Depression and it actually helped :),10,53
Prednisone,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,6,75
Omeprazole,GERD,<div>Side effects were bad when I used this for GERD</div>,3,64
Omeprazole,Hypertension,<p>This medication improved my Hypertension a lot</p>,7,90
Atorvastatin,,Terrible experience!! didn't help my Asthma at all.,6,9
Metformin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),8,1
Ibuprofen,Hypertension,Waste of money for Hypertension treatment...,6,98
Metformin,Back Pain,"good results for Back Pain, will continue using.",10,82
Prednisone,Infection,Doctor prescribed this for Infection and it actually helped :),7,18
Sertraline,,THIS DRUG worked GREAT for my Allergy!!!,7,95
Atorvastatin,Diabetes,not effective for my Diabetes :(,5,38
Azithromycin,Arthritis,not effective for my Arthritis :(,2,59
Atorvastatin,Hypertension,<p>This medication improved my Hypertension a lot</p>,8,74
Gabapentin,Insomnia,I had headaches & nausea while taking this for Insomnia.,2,6
Doxycycline,Asthma,Doctor prescribed this for Asthma and it actually helped :),9,85
Prednisone,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,9,31
Amoxicillin,Allergy,<div>Side effects were bad when I used this for Allergy</div>,6,39
Ciprofloxacin,Insomnia,"good results for Insomnia, will continue using.",8,8
Paracetamol,Back Pain,,1,14
Metformin,Depression,THIS DRUG worked GREAT for my Depression!!!,10,51
Doxycycline,Infection,THIS DRUG worked GREAT for my Infection!!!,7,67
Paracetamol,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),10,55
Ciprofloxacin,Acne,I had headaches & nausea while taking this for Acne.,2,64
Amoxicillin,Depression,I feel much better now after using this medicine for Depression.,7,94
Lisinopril,GERD,I feel much better now after using this medicine for GERD.,7,2
Atorvastatin,,I feel much better now after using this medicine for Hypertension.,7,98
Amoxicillin,Migraine,not effective for my Migraine :(,2,74
Omeprazole,Asthma,,10,48
Amoxicillin,Depression,Terrible experience!! didn't help my Depression at all.,1,7
Doxycycline,GERD,THIS DRUG worked GREAT for my GERD!!!,10,95
Amoxicillin,GERD,<p>This medication improved my GERD a lot</p>,10,74
Metformin,Anxiety,I feel much better now after using this medicine for Anxiety.,7,93
Atorvastatin,Migraine,THIS DRUG worked GREAT for my Migraine!!!,9,22
Azithromycin,Diabetes,Waste of money for Diabetes treatment...,1,49
Prednisone,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,10
Prednisone,Diabetes,,10,86
Doxycycline,Allergy,Terrible experience!! didn't help my Allergy at all.,1,26
Prednisone,,<p>This medication improved my Infection a lot</p>,10,1
Paracetamol,GERD,<div>Side effects were bad when I used this for GERD</div>,4,10
Doxycycline,GERD,,2,45
Amlodipine,Migraine,"good results for Migraine, will continue using.",7,29
Ciprofloxacin,Hypertension,<p>This medication improved my Hypertension a lot</p>,7,82
Gabapentin,Diabetes,Terrible experience!! didn't help my Diabetes at all.,6,10
Fluoxetine,Acne,I feel much better now after using this medicine for Acne.,8,54
Fluoxetine,Allergy,"good results for Allergy, will continue using.",10,12
Atorvastatin,GERD,Terrible experience!! didn't help my GERD at all.,1,78
Ibuprofen,Infection,Terrible experience!! didn't help my Infection at all.,3,10
Lisinopril,Acne,I feel much better now after using this medicine for Acne.,8,3
Paracetamol,Diabetes,not effective for my Diabetes :(,5,28
Ibuprofen,Anxiety,I feel much better now after using this medicine for Anxiety.,10,22
Prednisone,Asthma,<p>This medication improved my Asthma a lot</p>,8,17
Doxycycline,,Terrible experience!! didn't help my Asthma at all.,3,32
Atorvastatin,Migraine,Waste of money for Migraine treatment...,6,37
Amlodipine,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,4,52
Metformin,Allergy,<p>This medication improved my Allergy a lot</p>,10,68
Atorvastatin,Arthritis,<p>This medication improved my Arthritis a lot</p>,9,54
Metformin,Depression,Waste of money for Depression treatment...,5,8
Sertraline,Infection,THIS DRUG worked GREAT for my Infection!!!,8,43
Prednisone,Infection,Terrible experience!! didn't help my Infection at all.,4,11
Fluoxetine,Migraine,<p>This medication improved my Migraine a lot</p>,8,33
Ciprofloxacin,Anxiety,Doctor prescribed this for Anxiety and it actually helped :),7,5
Omeprazole,Back Pain,<div>Side effects were bad when I used this for Back Pain</div>,5,23
Ibuprofen,Hypertension,<p>This medication improved my Hypertension a lot</p>,7,54
Sertraline,Asthma,I had headaches & nausea while taking this for Asthma.,6,53
Ciprofloxacin,Anxiety,I had headaches & nausea while taking this for Anxiety.,2,66
Paracetamol,Hypertension,THIS DRUG worked GREAT for my Hypertension!!!,7,22
Ciprofloxacin,Diabetes,<p>This medication improved my Diabetes a lot</p>,10,2
Fluoxetine,GERD,THIS DRUG worked GREAT for my GERD!!!,10,83
Doxycycline,Infection,Doctor prescribed this for Infection and it actually helped :),7,0
Omeprazole,Diabetes,"good results for Diabetes, will continue using.",9,73
Omeprazole,Allergy,not effective for my Allergy :(,1,44
Atorvastatin,GERD,I had headaches & nausea while taking this for GERD.,2,42
Lisinopril,Allergy,not effective for my Allergy :(,4,19
Amlodipine,Back Pain,"good results for Back Pain, will continue using.",8,96
Amoxicillin,Anxiety,Waste of money for Anxiety treatment...,1,46
Paracetamol,Arthritis,Waste of money for Arthritis treatment...,6,64
Amoxicillin,Arthritis,Terrible experience!! didn't help my Arthritis at all.,6,20
Azithromycin,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,4,16
Omeprazole,Diabetes,Doctor prescribed this for Diabetes and it actually helped :),10,0
Ciprofloxacin,Migraine,I had headaches & nausea while taking this for Migraine.,2,56
Lisinopril,Hypertension,I feel much better now after using this medicine for Hypertension.,9,18
Ibuprofen,Infection,Doctor prescribed this for Infection and it actually helped :),7,54
Prednisone,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,9,1
Omeprazole,Anxiety,I had headaches & nausea while taking this for Anxiety.,1,25
Doxycycline,Asthma,<p>This medication improved my Asthma a lot</p>,10,97
Metformin,Allergy,<p>This medication improved my Allergy a lot</p>,10,70
Gabapentin,Depression,<div>Side effects were bad when I used this for Depression</div>,4,58
Omeprazole,Asthma,Waste of money for Asthma treatment...,1,73
Ibuprofen,Arthritis,not effective for my Arthritis :(,4,25
Ibuprofen,Arthritis,not effective for my Arthritis :(,5,61
Amlodipine,Infection,"good results for Infection, will continue using.",9,48
Atorvastatin,GERD,"good results for GERD, will continue using.",7,9
Doxycycline,Acne,Doctor prescribed this for Acne and it actually helped :),10,48
Paracetamol,Migraine,not effective for my Migraine :(,3,84
Prednisone,Infection,,8,59
Lisinopril,Depression,Doctor prescribed this for Depression and it actually helped :),7,36
Prednisone,Asthma,not effective for my Asthma :(,2,52
Prednisone,Infection,,8,39
Paracetamol,Allergy,Terrible experience!! didn't help my Allergy at all.,5,73
Metformin,Depression,I feel much better now after using this medicine for Depression.,7,20
Fluoxetine,Migraine,Terrible experience!! didn't help my Migraine at all.,5,63
Amoxicillin,GERD,not effective for my GERD :(,6,94
Paracetamol,Back Pain,not effective for my Back Pain :(,6,27
Ibuprofen,Anxiety,not effective for my Anxiety :(,2,80
Gabapentin,Asthma,Waste of money for Asthma treatment...,1,4
Atorvastatin,Insomnia,<div>Side effects were bad when I used this for Insomnia</div>,4,24
Azithromycin,Anxiety,THIS DRUG worked GREAT for my Anxiety!!!,9,81
Azithromycin,Anxiety,I feel much better now after using this medicine for Anxiety.,8,1
Metformin,Depression,I feel much better now after using this medicine for Depression.,7,64
Lisinopril,,<p>This medication improved my Allergy a lot</p>,10,63
Amlodipine,GERD,THIS DRUG worked GREAT for my GERD!!!,8,79
Omeprazole,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,2,44
Gabapentin,Infection,Terrible experience!! didn't help my Infection at all.,4,92
Gabapentin,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,6,44
Amoxicillin,Arthritis,not effective for my Arthritis :(,6,91
Gabapentin,,,1,54
Doxycycline,Diabetes,"good results for Diabetes, will continue using.",10,12
Amlodipine,,,2,36
Prednisone,Arthritis,Doctor prescribed this for Arthritis and it actually helped :),9,69
Ciprofloxacin,Acne,THIS DRUG worked GREAT for my Acne!!!,10,34
Lisinopril,,,1,88
Paracetamol,Migraine,I had headaches & nausea while taking this for Migraine.,2,70
Amoxicillin,Hypertension,Waste of money for Hypertension treatment...,2,59
Prednisone,Depression,THIS DRUG worked GREAT for my Depression!!!,9,58
Omeprazole,Asthma,Waste of money for Asthma treatment...,3,53
Lisinopril,Acne,I feel much better now after using this medicine for Acne.,10,60
Prednisone,Depression,not effective for my Depression :(,4,56
Metformin,Allergy,Waste of money for Allergy treatment...,2,28
Lisinopril,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,23
Sertraline,GERD,Terrible experience!! didn't help my GERD at all.,2,63
Amlodipine,Insomnia,,2,91
Prednisone,Migraine,<div>Side effects were bad when I used this for Migraine</div>,5,40
Fluoxetine,Hypertension,I feel much better now after using this medicine for Hypertension.,10,49
Doxycycline,Acne,THIS DRUG worked GREAT for my Acne!!!,7,93
Atorvastatin,Hypertension,"good results for Hypertension, will continue using.",10,2
Metformin,Arthritis,<p>This medication improved my Arthritis a lot</p>,9,16
Prednisone,,"good results for Allergy, will continue using.",7,81
Amoxicillin,Back Pain,not effective for my Back Pain :(,6,82
Prednisone,Migraine,I feel much better now after using this medicine for Migraine.,8,48
Azithromycin,Hypertension,I feel much better now after using this medicine for Hypertension.,7,26
Amoxicillin,Allergy,I feel much better now after using this medicine for Allergy.,9,23
Ciprofloxacin,Migraine,THIS DRUG worked GREAT for my Migraine!!!,9,4
Ibuprofen,Depression,THIS DRUG worked GREAT for my Depression!!!,10,17
Prednisone,Diabetes,"good results for Diabetes, will continue using.",10,60
Amoxicillin,Asthma,I had headaches & nausea while taking this for Asthma.,4,62
Fluoxetine,Asthma,<p>This medication improved my Asthma a lot</p>,9,25
Ibuprofen,Migraine,I feel much better now after using this medicine for Migraine.,10,43
Paracetamol,Depression,Doctor prescribed this for Depression and it actually helped :),8,52
Amlodipine,Allergy,Terrible experience!! didn't help my Allergy at all.,3,13
Fluoxetine,Diabetes,Terrible experience!! didn't help my Diabetes at all.,4,22
Prednisone,Migraine,not effective for my Migraine :(,2,26
Omeprazole,Depression,Doctor prescribed this for Depression and it actually helped :),10,19
Fluoxetine,Anxiety,I feel much better now after using this medicine for Anxiety.,9,74
Ibuprofen,Arthritis,I feel much better now after using this medicine for Arthritis.,10,20
Omeprazole,Back Pain,"good results for Back Pain, will continue using.",10,78
Metformin,Depression,I feel much better now after using this medicine for Depression.,8,32
Amlodipine,Acne,I feel much better now after using this medicine for Acne.,8,63
Amlodipine,Back Pain,Terrible experience!! didn't help my Back Pain at all.,2,67
Gabapentin,,THIS DRUG worked GREAT for my Infection!!!,7,47
Atorvastatin,Anxiety,I had headaches & nausea while taking this for Anxiety.,1,47
Ciprofloxacin,Arthritis,<div>Side effects were bad when I used this for Arthritis</div>,2,10
Amoxicillin,,<div>Side effects were bad when I used this for Allergy</div>,2,18
Gabapentin,Back Pain,THIS DRUG worked GREAT for my Back Pain!!!,9,4
Azithromycin,Depression,I feel much better now after using this medicine for Depression.,10,6
Metformin,GERD,I feel much better now after using this medicine for GERD.,7,53
Ciprofloxacin,Back Pain,"good results for Back Pain, will continue using.",10,72
Sertraline,Allergy,<div>Side effects were bad when I used this for Allergy</div>,6,26
Ibuprofen,GERD,I had headaches & nausea while taking this for GERD.,6,54
Prednisone,Infection,<p>This medication improved my Infection a lot</p>,8,95
Metformin,GERD,Doctor prescribed this for GERD and it actually helped :),10,87
Doxycycline,Diabetes,Waste of money for Diabetes treatment...,6,5
Omeprazole,Depression,"good results for Depression, will continue using.",10,13
Azithromycin,Allergy,Terrible experience!! didn't help my Allergy at all.,2,92
Gabapentin,Asthma,THIS DRUG worked GREAT for my Asthma!!!,8,46
Omeprazole,Asthma,"good results for Asthma, will continue using.",10,84
Gabapentin,Hypertension,<div>Side effects were bad when I used this for Hypertension</div>,2,39
Ibuprofen,Diabetes,Terrible experience!! didn't help my Diabetes at all.,2,37
Amoxicillin,Hypertension,Waste of money for Hypertension treatment...,5,93
Ibuprofen,Hypertension,Terrible experience!! didn't help my Hypertension at all.,5,5
Amoxicillin,Anxiety,<p>This medication improved my Anxiety a lot</p>,8,90
Omeprazole,GERD,<p>This medication improved my GERD a lot</p>,8,64
Amoxicillin,Allergy,,9,71
Metformin,Diabetes,<p>This medication improved my Diabetes a lot</p>,8,75
Fluoxetine,Infection,<div>Side effects were bad when I used this for Infection</div>,6,7
Atorvastatin,Back Pain,Doctor prescribed this for Back Pain and it actually helped :),7,17
Atorvastatin,Allergy,<p>This medication improved my Allergy a lot</p>,9,69
Sertraline,Diabetes,THIS DRUG worked GREAT for my Diabetes!!!,10,91
Omeprazole,,not effective for my Anxiety :(,4,56
Ibuprofen,Insomnia,Waste of money for Insomnia treatment...,3,50
Atorvastatin,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),7,64
Sertraline,Back Pain,I feel much better now after using this medicine for Back Pain.,8,6
Lisinopril,Anxiety,not effective for my Anxiety :(,1,42
Fluoxetine,Diabetes,<div>Side effects were bad when I used this for Diabetes</div>,2,74
Lisinopril,Infection,Terrible experience!! didn't help my Infection at all.,2,30
Doxycycline,Insomnia,I feel much better now after using this medicine for Insomnia.,7,15
Lisinopril,Infection,Doctor prescribed this for Infection and it actually helped :),7,51
Sertraline,Insomnia,Doctor prescribed this for Insomnia and it actually helped :),9,95
Gabapentin,Insomnia,Terrible experience!! didn't help my Insomnia at all.,5,4
Metformin,Insomnia,I had headaches & nausea while taking this for Insomnia.,1,34
Paracetamol,Hypertension,Terrible experience!! didn't help my Hypertension at all.,3,94
Amlodipine,Infection,,6,74
Prednisone,Arthritis,I feel much better now after using this medicine for Arthritis.,9,0
Azithromycin,GERD,Doctor prescribed this for GERD and it actually helped :),8,46
Fluoxetine,Allergy,Doctor prescribed this for Allergy and it actually helped :),10,68
Azithromycin,Allergy,I feel much better now after using this medicine for Allergy.,7,4
Ciprofloxacin,Infection,Terrible experience!! didn't help my Infection at all.,5,84
Ibuprofen,Arthritis,,1,2
Doxycycline,Depression,Terrible experience!! didn't help my Depression at all.,3,78
Azithromycin,Diabetes,I had headaches & nausea while taking this for Diabetes.,3,72
Amoxicillin,Migraine,<p>This medication improved my Migraine a lot</p>,10,68
Sertraline,,I feel much better now after using this medicine for Hypertension.,9,37
Doxycycline,Acne,Waste of money for Acne treatment...,4,91
Ibuprofen,,I had headaches & nausea while taking this for Arthritis.,2,12
Atorvastatin,Back Pain,not effective for my Back Pain :(,6,9
Omeprazole,Infection,not effective for my Infection :(,4,61
Ciprofloxacin,Acne,Doctor prescribed this for Acne and it actually helped :),9,26
Atorvastatin,Migraine,"good results for Migraine, will continue using.",9,9
